Date,Activity,Activity type,Unit,Amount planned
2025-09-23,Rolling/Tractor,Road,m2,2597.614083545425
2025-02-28,Terrain leveling,Building,m3,385.24330307078026
2025-08-11,Laying steel rail,Railway,m,4757.02544256886
2025-11-22,Rolling/Tractor,Road,m2,2408.870145267204
2025-06-21,Anchorage,Railway,m2,2000.3984976346972
2025-10-06,Rolling/Tractor,Road,m2,4487.515088621106
2025-01-05,Ballast,Railway,m3,1834.122523040923
2025-08-26,Foundation pouring,Building,m3,135.7500936899797
2025-02-27,Foundation pouring,Building,m3,3079.062448112826
2025-03-17,Rolling/Tractor,Road,m2,750.6314789148488
2025-07-02,Walling,Building,m2,3450.4201307329313
2025-09-24,Foundation pouring,Building,m3,3857.636931130913
2025-06-27,Foundation pouring,Building,m3,3306.923624766999
2025-02-07,Ballast,Railway,m3,2332.827896226973
2025-01-11,Walling,Building,m2,2498.2268070271384
2025-09-11,Laying steel rail,Railway,m,3977.487252841643
2025-04-18,Iron mining,Railway,m3,4527.857971628896
2025-02-14,Anchorage,Railway,m2,2966.3492610942017
2025-06-12,Ballast,Railway,m3,86.51945826063655
2025-07-29,Subbase application,Road,m2,4867.333512823338
2025-06-04,Coat preparation,Road,L,499.5629882773461
2025-03-19,Iron mining,Railway,m3,4421.635494534404
2025-07-22,Coat preparation,Road,L,797.4419810602035
2025-05-18,Laying steel rail,Railway,m,4907.211229637144
2025-12-07,Ballast,Railway,m3,3155.182829031623
2025-05-15,Removing trees,Building,m2,1312.1158384134624
2025-07-20,Anchorage,Railway,m2,2974.5644814174993
2025-12-16,Ballast,Railway,m3,1389.6428945143186
2025-09-02,Anchorage,Railway,m2,4190.80886037075
2025-04-13,Walling,Building,m2,2924.514839586396
2025-03-17,Rolling/Tractor,Road,m2,4686.063419422045
2025-10-01,Foundation pouring,Building,m3,1725.071117595623
2025-10-18,Ballast,Railway,m3,368.59510611652547
2025-02-19,Walling,Building,m2,4283.994098150847
2025-06-14,Foundation pouring,Building,m3,3335.0811672477957
2025-07-01,Coat preparation,Road,L,1079.9255222495246
2025-04-26,Subbase application,Road,m2,51.20587226780216
2025-07-20,Pavement,Road,m2,4781.61040832416
2025-07-06,Terrain leveling,Building,m3,4062.3761382536754
2025-05-14,Anchorage,Railway,m2,1369.0455385604073
2025-07-04,Iron mining,Railway,m3,4953.038328522538
2025-05-27,Iron mining,Railway,m3,2403.4906617674687
2025-08-02,Laying steel rail,Railway,m,4102.9763909853
2025-04-22,Terrain leveling,Building,m3,2407.970441200088
2025-01-22,Removing trees,Building,m2,4907.139582256662
2025-12-15,Iron mining,Railway,m3,4906.784709406987
2025-01-20,Iron mining,Railway,m3,2118.900582466001
2025-09-05,Anchorage,Railway,m2,3008.1467123416423
2025-02-11,Iron mining,Railway,m3,4603.964397434744
2025-07-16,Pavement,Road,m2,1186.8731470240868
2025-04-16,Rolling/Tractor,Road,m2,3234.1125011084173
2025-09-07,Pavement,Road,m2,2869.393620241261
2025-08-15,Terrain leveling,Building,m3,4759.096930664645
2025-06-13,Removing trees,Building,m2,1573.4697299804807
2025-10-20,Pavement,Road,m2,2045.7261706311947
2025-02-19,Coat preparation,Road,L,289.00460461976365
2025-05-12,Coat preparation,Road,L,1011.7854442028279
2025-08-09,Removing trees,Building,m2,4880.173793877271
2025-10-20,Removing trees,Building,m2,2277.0800667144913
2025-08-14,Subbase application,Road,m2,965.6518035777679
2025-07-11,Removing trees,Building,m2,2044.6157423892053
2025-11-30,Anchorage,Railway,m2,2712.6895826654413
2025-05-22,Laying steel rail,Railway,m,2973.652370854293
2025-01-16,Pavement,Road,m2,4528.802502372927
2025-03-29,Subbase application,Road,m2,3946.876244176643
2025-12-07,Walling,Building,m2,2815.3476415779573
2025-07-02,Pavement,Road,m2,2221.886950398436
2025-12-02,Terrain leveling,Building,m3,2870.640565783129
2025-05-02,Rolling/Tractor,Road,m2,720.1435854984505
2025-11-24,Coat preparation,Road,L,3103.7217299397184
2025-02-22,Terrain leveling,Building,m3,293.8557581465917
2025-10-08,Cement making,Building,m3,2897.5305418405433
2025-07-13,Subbase application,Road,m2,1044.344080315167
2025-10-15,Rolling/Tractor,Road,m2,1493.0545806088724
2025-11-07,Rolling/Tractor,Road,m2,4887.282315482098
2025-03-02,Walling,Building,m2,951.8460848106064
2025-10-02,Terrain leveling,Building,m3,3986.0237798403464
2025-06-01,Laying steel rail,Railway,m,3687.866193368571
2025-03-16,Terrain leveling,Building,m3,1740.801298931454
2025-12-27,Foundation pouring,Building,m3,1882.5273089402317
2025-05-14,Rolling/Tractor,Road,m2,1237.7854989489779
2025-01-26,Laying steel rail,Railway,m,1747.533057101866
2025-12-29,Rolling/Tractor,Road,m2,4358.435461665943
2025-09-02,Removing trees,Building,m2,2564.018452526296
2025-03-24,Ballast,Railway,m3,728.8278583423619
2025-08-15,Walling,Building,m2,485.7918757422863
2025-01-24,Foundation pouring,Building,m3,1875.1170955150908
2025-10-29,Terrain leveling,Building,m3,2578.27749001356
2025-01-14,Ballast,Railway,m3,1041.2488971621792
2025-05-17,Ballast,Railway,m3,1599.0352376593842
2025-12-04,Walling,Building,m2,4236.686645086253
2025-03-19,Cement making,Building,m3,3783.336447103936
2025-10-27,Subbase application,Road,m2,3005.252461205228
2025-03-13,Foundation pouring,Building,m3,1848.9279507133676
2025-03-25,Anchorage,Railway,m2,3853.1516929696895
2025-04-16,Anchorage,Railway,m2,594.4347614952983
2025-07-23,Foundation pouring,Building,m3,4128.621229333912
2025-12-25,Removing trees,Building,m2,1649.292269037873
2025-08-17,Terrain leveling,Building,m3,2713.0896650907134
2025-03-17,Pavement,Road,m2,4000.0303574861623
2025-08-29,Iron mining,Railway,m3,3141.800449960301
2025-07-24,Coat preparation,Road,L,4025.3689637043235
2025-12-17,Anchorage,Railway,m2,3619.931877409837
2025-04-18,Cement making,Building,m3,4625.038678692527
2025-09-24,Foundation pouring,Building,m3,909.6573625234599
2025-06-21,Terrain leveling,Building,m3,1125.4774662134976
2025-09-17,Cement making,Building,m3,3727.464826578815
2025-07-25,Foundation pouring,Building,m3,3537.4347586556405
2025-02-07,Rolling/Tractor,Road,m2,274.46410983550106
2025-05-26,Ballast,Railway,m3,1270.763871105437
2025-04-14,Foundation pouring,Building,m3,2912.239956350919
2025-02-12,Laying steel rail,Railway,m,3971.893895451563
2025-09-05,Ballast,Railway,m3,1051.8722681371262
2025-12-24,Terrain leveling,Building,m3,3928.1366220815066
2025-05-18,Rolling/Tractor,Road,m2,3724.6806818625123
2025-06-10,Laying steel rail,Railway,m,2715.4368220924252
2025-06-13,Ballast,Railway,m3,2402.629817617362
2025-01-26,Laying steel rail,Railway,m,2984.6558361413004
2025-08-12,Anchorage,Railway,m2,3708.5301265110643
2025-02-24,Foundation pouring,Building,m3,1565.0807356693485
2025-02-19,Walling,Building,m2,3147.5126051570355
2025-07-14,Ballast,Railway,m3,288.5556937483269
2025-09-13,Foundation pouring,Building,m3,4769.883570675503
2025-07-28,Rolling/Tractor,Road,m2,2026.2913523558113
2025-12-12,Walling,Building,m2,1281.4225277419278
2025-11-09,Foundation pouring,Building,m3,1602.743120184213
2025-11-05,Subbase application,Road,m2,3012.400647318241
2025-03-26,Foundation pouring,Building,m3,273.56615623243596
2025-12-13,Foundation pouring,Building,m3,1974.8290372100334
2025-10-08,Pavement,Road,m2,891.0314451361212
2025-09-01,Foundation pouring,Building,m3,1034.3939955859344
2025-12-17,Pavement,Road,m2,4340.76973604187
2025-04-06,Rolling/Tractor,Road,m2,3726.70889500848
2025-03-19,Cement making,Building,m3,1225.5283721809546
2025-09-01,Terrain leveling,Building,m3,3106.3437724169585
2025-01-02,Iron mining,Railway,m3,1548.8830420060285
2025-08-12,Pavement,Road,m2,52.86460941103688
2025-12-25,Coat preparation,Road,L,1565.5169027337256
2025-05-15,Anchorage,Railway,m2,1913.9877711067143
2025-01-28,Cement making,Building,m3,1312.6121686626734
2025-09-21,Removing trees,Building,m2,4156.977647419136
2025-04-23,Subbase application,Road,m2,3213.8264687065316
2025-05-21,Subbase application,Road,m2,3662.4885555613478
2025-12-20,Rolling/Tractor,Road,m2,1694.8480272961858
2025-09-10,Walling,Building,m2,1438.9820546280268
2025-06-20,Rolling/Tractor,Road,m2,2906.1090296059515
2025-04-18,Subbase application,Road,m2,1291.2815425517492
2025-10-15,Rolling/Tractor,Road,m2,2399.25202207905
2025-02-03,Iron mining,Railway,m3,4446.316735343484
2025-09-20,Terrain leveling,Building,m3,1231.598915116548
2025-08-31,Pavement,Road,m2,3347.057998901352
2025-04-27,Cement making,Building,m3,2306.2844060502684
2025-07-21,Coat preparation,Road,L,1968.3453923559453
2025-05-23,Pavement,Road,m2,420.84641392872715
2025-09-14,Removing trees,Building,m2,3703.9406501852177
2025-10-25,Ballast,Railway,m3,1166.780861216094
2025-07-25,Anchorage,Railway,m2,3412.705088200306
2025-12-15,Rolling/Tractor,Road,m2,4466.58320942537
2025-11-18,Ballast,Railway,m3,4805.257932475866
2025-07-28,Removing trees,Building,m2,2669.7211075296746
2025-10-01,Walling,Building,m2,1384.5760448905742
2025-10-28,Laying steel rail,Railway,m,2068.2879161878677
2025-06-07,Iron mining,Railway,m3,4430.428897459299
2025-04-24,Coat preparation,Road,L,4797.123084451975
2025-04-07,Iron mining,Railway,m3,4515.837573533008
2025-02-10,Walling,Building,m2,4009.187079279789
2025-01-01,Laying steel rail,Railway,m,3163.3172675273113
2025-09-17,Anchorage,Railway,m2,3169.035380054129
2025-12-01,Ballast,Railway,m3,4060.8025965328575
2025-08-18,Cement making,Building,m3,1286.3393635037778
2025-08-17,Coat preparation,Road,L,1755.0188321867993
2025-10-30,Subbase application,Road,m2,3965.3885101447804
2025-07-03,Anchorage,Railway,m2,1588.7032620978725
2025-12-26,Anchorage,Railway,m2,3620.1149878269566
2025-02-24,Walling,Building,m2,4434.396975198593
2025-04-29,Laying steel rail,Railway,m,4989.007291078064
2025-02-04,Anchorage,Railway,m2,1260.3210305005764
2025-03-27,Foundation pouring,Building,m3,4868.797409827636
2025-04-24,Coat preparation,Road,L,923.7798270170217
2025-12-18,Subbase application,Road,m2,1505.3718464350152
2025-07-01,Removing trees,Building,m2,3677.134811530781
2025-05-24,Anchorage,Railway,m2,2367.1965580759997
2025-05-27,Terrain leveling,Building,m3,1465.0885880669107
2025-11-03,Foundation pouring,Building,m3,2659.7569272008964
2025-10-04,Removing trees,Building,m2,4136.087586762971
2025-08-14,Walling,Building,m2,1295.079550369412
2025-09-28,Ballast,Railway,m3,553.2652875232435
2025-03-29,Coat preparation,Road,L,4531.168372616864
2025-05-13,Walling,Building,m2,1311.5465017612476
2025-06-06,Rolling/Tractor,Road,m2,2861.885540897868
2025-05-03,Foundation pouring,Building,m3,1309.2190172818225
2025-01-22,Foundation pouring,Building,m3,2235.030576979501
2025-02-02,Cement making,Building,m3,2918.2587285423497
2025-01-02,Rolling/Tractor,Road,m2,1368.609222738753
2025-12-14,Iron mining,Railway,m3,3503.6156409707946
2025-02-03,Foundation pouring,Building,m3,932.8740614107045
2025-07-13,Terrain leveling,Building,m3,2785.0828698116115
2025-01-03,Ballast,Railway,m3,75.89782142282841
2025-05-26,Iron mining,Railway,m3,4165.681253416241
2025-05-13,Iron mining,Railway,m3,4147.305923327915
2025-02-16,Rolling/Tractor,Road,m2,3989.0009194918007
2025-01-06,Foundation pouring,Building,m3,4269.323753813303
2025-12-21,Laying steel rail,Railway,m,477.7969067050686
2025-01-23,Pavement,Road,m2,2414.3379430609475
2025-12-16,Foundation pouring,Building,m3,262.39350274638474
2025-12-08,Ballast,Railway,m3,1968.4569772214743
2025-03-19,Iron mining,Railway,m3,267.0103142480651
2025-06-18,Anchorage,Railway,m2,1032.685471351899
2025-12-08,Iron mining,Railway,m3,2793.7862266620878
2025-05-24,Cement making,Building,m3,3375.7753886670694
2025-07-27,Coat preparation,Road,L,858.6927305742753
2025-07-04,Foundation pouring,Building,m3,2490.93803258263
2025-10-07,Pavement,Road,m2,1793.254036511554
2025-04-24,Coat preparation,Road,L,4404.617335891849
2025-04-06,Laying steel rail,Railway,m,2355.421735154043
2025-06-26,Cement making,Building,m3,2068.545518941503
2025-12-03,Walling,Building,m2,1788.39358279331
2025-06-20,Ballast,Railway,m3,2462.2926017798873
2025-07-23,Removing trees,Building,m2,1545.7697215791582
2025-06-09,Rolling/Tractor,Road,m2,4115.3464231595735
2025-02-10,Ballast,Railway,m3,1555.2531290068612
2025-12-16,Coat preparation,Road,L,4095.1318160927667
2025-08-30,Ballast,Railway,m3,2633.033045667754
2025-09-28,Rolling/Tractor,Road,m2,1616.9109763034096
2025-10-29,Iron mining,Railway,m3,3870.8350385527606
2025-12-13,Pavement,Road,m2,4126.671740596057
2025-01-06,Cement making,Building,m3,803.0343084406132
2025-04-21,Rolling/Tractor,Road,m2,2849.254978776235
2025-07-05,Laying steel rail,Railway,m,1899.7619161050823
2025-04-18,Iron mining,Railway,m3,4538.33341931176
2025-12-07,Rolling/Tractor,Road,m2,4322.98563964202
2025-08-06,Coat preparation,Road,L,1216.5233045033158
2025-03-10,Walling,Building,m2,2997.424342310087
2025-11-15,Ballast,Railway,m3,3553.8672074815945
2025-11-21,Walling,Building,m2,379.99942690841226
2025-11-03,Iron mining,Railway,m3,2749.028681949286
2025-12-02,Ballast,Railway,m3,2025.4063522606803
2025-10-17,Pavement,Road,m2,1194.5015679625187
2025-12-10,Pavement,Road,m2,4228.186104210226
2025-02-10,Walling,Building,m2,216.57161842982498
2025-03-15,Subbase application,Road,m2,4932.207364335685
2025-08-01,Coat preparation,Road,L,1971.148330250125
2025-11-29,Walling,Building,m2,417.3801868245447
2025-04-26,Walling,Building,m2,3383.256244248795
2025-03-20,Iron mining,Railway,m3,4353.261216848937
2025-11-19,Rolling/Tractor,Road,m2,3373.1774259815893
2025-06-25,Pavement,Road,m2,3924.3862403790895
2025-06-30,Subbase application,Road,m2,1595.0550065610398
2025-04-12,Anchorage,Railway,m2,2328.973826428905
2025-03-07,Pavement,Road,m2,400.1930272048948
2025-10-05,Anchorage,Railway,m2,2899.2382826275916
2025-09-20,Coat preparation,Road,L,2650.1660413034283
2025-11-27,Cement making,Building,m3,927.9833194044023
2025-01-23,Terrain leveling,Building,m3,1563.9021169811208
2025-02-24,Coat preparation,Road,L,3474.320281653832
2025-07-27,Cement making,Building,m3,754.7442875530991
2025-10-02,Terrain leveling,Building,m3,4595.067357917502
2025-11-21,Pavement,Road,m2,561.5857090617959
2025-11-14,Cement making,Building,m3,663.2915023439217
2025-10-29,Terrain leveling,Building,m3,1312.8768682208424
2025-04-24,Removing trees,Building,m2,3419.1039142455675
2025-06-04,Ballast,Railway,m3,190.8420133803196
2025-06-20,Foundation pouring,Building,m3,2799.617910228937
2025-08-25,Walling,Building,m2,1339.7139754937698
2025-07-08,Iron mining,Railway,m3,4236.214493874903
2025-02-22,Rolling/Tractor,Road,m2,1037.1889649073146
2025-06-03,Rolling/Tractor,Road,m2,231.10917908632288
2025-02-14,Subbase application,Road,m2,1420.4522849228347
2025-05-25,Walling,Building,m2,1546.698267436537
2025-01-15,Pavement,Road,m2,2021.774005744021
2025-06-07,Foundation pouring,Building,m3,2097.211539892541
2025-08-10,Pavement,Road,m2,3365.410699436472
2025-07-29,Foundation pouring,Building,m3,2631.589748255434
2025-05-03,Pavement,Road,m2,3045.857480384686
2025-04-15,Foundation pouring,Building,m3,2969.9121380271135
2025-12-23,Terrain leveling,Building,m3,2032.7254023703144
2025-01-28,Cement making,Building,m3,1005.6514552500267
2025-10-04,Rolling/Tractor,Road,m2,1711.895261027166
2025-11-20,Walling,Building,m2,3936.957471006022
2025-02-08,Cement making,Building,m3,205.22821575849449
2025-09-25,Foundation pouring,Building,m3,4438.336968012133
2025-09-08,Removing trees,Building,m2,1437.963176468632
2025-01-14,Removing trees,Building,m2,347.6942948289663
2025-09-27,Walling,Building,m2,1916.8666417208635
2025-09-19,Foundation pouring,Building,m3,3212.739417416653
2025-06-02,Cement making,Building,m3,2212.9303417006963
2025-06-24,Iron mining,Railway,m3,927.1890514307051
2025-02-21,Rolling/Tractor,Road,m2,2226.5576803974836
2025-12-25,Rolling/Tractor,Road,m2,1074.7641381502121
2025-08-01,Coat preparation,Road,L,2764.1996072400116
2025-04-19,Iron mining,Railway,m3,293.3868054333799
2025-05-15,Subbase application,Road,m2,133.65919397847648
2025-01-16,Laying steel rail,Railway,m,450.743114979037
2025-07-15,Subbase application,Road,m2,4028.0011257802194
2025-01-17,Terrain leveling,Building,m3,4084.920442934883
2025-06-06,Cement making,Building,m3,1119.2820156583516
2025-03-31,Coat preparation,Road,L,4981.432551585946
2025-03-28,Rolling/Tractor,Road,m2,3524.135461837545
2025-12-28,Iron mining,Railway,m3,2923.7817369255013
2025-12-19,Terrain leveling,Building,m3,1681.453259315035
2025-09-25,Subbase application,Road,m2,1233.8158218640745
2025-12-14,Foundation pouring,Building,m3,3542.7302018116848
2025-09-08,Removing trees,Building,m2,3297.4205053104565
2025-05-02,Foundation pouring,Building,m3,209.68218182791708
2025-07-12,Anchorage,Railway,m2,2609.355837383411
2025-09-16,Coat preparation,Road,L,2949.9850227334205
2025-05-04,Iron mining,Railway,m3,148.93515354686693
2025-05-13,Foundation pouring,Building,m3,1615.767407154695
2025-06-23,Cement making,Building,m3,1968.3208411983494
2025-01-25,Iron mining,Railway,m3,2913.0461218147634
2025-12-03,Ballast,Railway,m3,2511.8743919040307
2025-04-03,Iron mining,Railway,m3,2302.7253431294193
2025-10-01,Iron mining,Railway,m3,334.53210817174283
2025-07-22,Subbase application,Road,m2,931.0648667163985
2025-07-29,Cement making,Building,m3,4917.767369885722
2025-05-16,Subbase application,Road,m2,2312.505714762049
2025-02-19,Iron mining,Railway,m3,2233.360159767777
2025-06-27,Removing trees,Building,m2,240.15846677624907
2025-08-12,Pavement,Road,m2,3539.853076596928
2025-10-05,Walling,Building,m2,2845.7032225419575
2025-08-30,Cement making,Building,m3,3748.0225968998675
2025-08-06,Foundation pouring,Building,m3,2934.4052940285787
2025-10-22,Anchorage,Railway,m2,2115.581122133256
2025-08-22,Subbase application,Road,m2,4792.758988172336
2025-05-24,Cement making,Building,m3,2255.2104748296906
2025-05-24,Removing trees,Building,m2,13.172486051579725
2025-07-30,Laying steel rail,Railway,m,3613.308070662814
2025-11-23,Pavement,Road,m2,2456.188586107335
2025-09-07,Coat preparation,Road,L,2020.801049559759
2025-08-24,Pavement,Road,m2,26.98498972847352
2025-06-28,Cement making,Building,m3,4375.212987996722
2025-02-10,Rolling/Tractor,Road,m2,1277.1594310097216
2025-01-14,Subbase application,Road,m2,2399.8880380010305
2025-11-15,Cement making,Building,m3,49.811824060355114
2025-02-20,Anchorage,Railway,m2,3078.8109162380583
2025-05-13,Removing trees,Building,m2,4107.280349170627
2025-08-11,Rolling/Tractor,Road,m2,292.587802828711
2025-03-01,Ballast,Railway,m3,3355.0584085549435
2025-05-04,Foundation pouring,Building,m3,2313.5404825384117
2025-05-31,Coat preparation,Road,L,2387.75725129643
2025-08-19,Iron mining,Railway,m3,758.0584896605263
2025-12-22,Removing trees,Building,m2,2415.71712123008
2025-12-12,Removing trees,Building,m2,866.7567637431911
2025-07-28,Anchorage,Railway,m2,1513.1038668195513
2025-06-13,Pavement,Road,m2,4283.8908388578275
2025-02-23,Removing trees,Building,m2,3686.0439775826962
2025-10-11,Laying steel rail,Railway,m,4955.060942842399
2025-11-12,Anchorage,Railway,m2,3665.3885345458543
2025-05-29,Laying steel rail,Railway,m,1146.512867818214
2025-05-01,Iron mining,Railway,m3,2052.7912004952836
2025-11-15,Anchorage,Railway,m2,1622.2487515170415
2025-10-05,Laying steel rail,Railway,m,1507.537459762504
2025-11-17,Subbase application,Road,m2,2580.4702421017223
2025-10-20,Ballast,Railway,m3,2868.4422726677867
2025-03-13,Iron mining,Railway,m3,2354.2627288800113
2025-11-07,Rolling/Tractor,Road,m2,2320.501196861796
2025-06-23,Rolling/Tractor,Road,m2,100.4260766488857
2025-07-10,Removing trees,Building,m2,3097.057247948849
2025-10-01,Ballast,Railway,m3,4634.384618417384
2025-08-30,Cement making,Building,m3,4459.132222198068
2025-02-07,Ballast,Railway,m3,3289.446450518566
2025-09-24,Anchorage,Railway,m2,315.25222572090837
2025-07-27,Coat preparation,Road,L,3678.5054867752583
2025-09-04,Pavement,Road,m2,1385.4108422814404
2025-10-08,Subbase application,Road,m2,2680.618365343463
2025-08-15,Ballast,Railway,m3,4116.500512688168
2025-05-03,Foundation pouring,Building,m3,950.6618578677623
2025-05-27,Walling,Building,m2,3015.194039500399
2025-12-29,Pavement,Road,m2,3016.269433840641
2025-08-31,Pavement,Road,m2,3866.3553011178815
2025-04-14,Ballast,Railway,m3,263.1305606347228
2025-04-05,Removing trees,Building,m2,4685.952257750052
2025-04-28,Foundation pouring,Building,m3,3170.0384494077825
2025-06-22,Walling,Building,m2,4749.361759845214
2025-10-08,Cement making,Building,m3,1313.2221362991475
2025-08-12,Coat preparation,Road,L,717.9978052526297
2025-12-20,Ballast,Railway,m3,2361.7699735555043
2025-01-29,Walling,Building,m2,635.33521399739
2025-03-16,Walling,Building,m2,4400.518932442518
2025-03-31,Coat preparation,Road,L,2300.4975131482247
2025-09-18,Walling,Building,m2,2983.6855095544083
2025-09-16,Rolling/Tractor,Road,m2,2473.350952933489
2025-04-21,Subbase application,Road,m2,3803.6522157886775
2025-01-07,Removing trees,Building,m2,3286.101312589473
2025-11-08,Anchorage,Railway,m2,3388.5078303650184
2025-02-17,Walling,Building,m2,4696.202569961825
2025-04-07,Laying steel rail,Railway,m,874.8150567228752
2025-05-21,Pavement,Road,m2,2424.3080016344925
2025-11-26,Walling,Building,m2,4366.19112175567
2025-08-14,Subbase application,Road,m2,4486.2498092828555
2025-03-12,Foundation pouring,Building,m3,1333.060799992531
2025-11-06,Rolling/Tractor,Road,m2,1603.7276545411805
2025-09-06,Rolling/Tractor,Road,m2,755.6409167417028
2025-10-15,Coat preparation,Road,L,4715.493153771277
2025-03-24,Ballast,Railway,m3,4504.036167392254
2025-03-23,Rolling/Tractor,Road,m2,1807.1899348609227
2025-09-12,Anchorage,Railway,m2,4701.277422280959
2025-03-29,Terrain leveling,Building,m3,928.3728595352076
2025-12-15,Cement making,Building,m3,364.15074109645616
2025-12-10,Ballast,Railway,m3,1711.1859552729225
2025-04-22,Terrain leveling,Building,m3,4471.5287329806315
2025-02-06,Subbase application,Road,m2,885.2083897297747
2025-04-16,Removing trees,Building,m2,3201.286652849332
2025-07-09,Pavement,Road,m2,3182.4217086586827
2025-07-30,Foundation pouring,Building,m3,2507.3122260103505
2025-05-19,Ballast,Railway,m3,1927.3545001320065
2025-06-05,Laying steel rail,Railway,m,3502.003456430708
2025-05-06,Subbase application,Road,m2,3339.2978885543357
2025-02-12,Anchorage,Railway,m2,3463.2926569973106
2025-11-24,Terrain leveling,Building,m3,1762.0667386067073
2025-09-27,Coat preparation,Road,L,2316.7933141815683
2025-12-01,Foundation pouring,Building,m3,4354.922392980886
2025-09-06,Cement making,Building,m3,2443.1790782282173
2025-06-11,Coat preparation,Road,L,2195.732228560174
2025-04-04,Subbase application,Road,m2,4840.2962963245145
2025-10-01,Cement making,Building,m3,4780.799321065562
2025-05-13,Laying steel rail,Railway,m,412.5509283768336
2025-07-19,Subbase application,Road,m2,2868.5353361034913
2025-11-05,Walling,Building,m2,2272.4836729870044
2025-09-28,Anchorage,Railway,m2,4866.628532353903
2025-02-18,Laying steel rail,Railway,m,2898.680611256029
2025-03-16,Pavement,Road,m2,3161.7933640228516
2025-11-15,Iron mining,Railway,m3,3199.670941192622
2025-03-15,Coat preparation,Road,L,3141.686287760974
2025-10-16,Laying steel rail,Railway,m,4556.544844701552
2025-05-10,Pavement,Road,m2,161.1094083626313
2025-08-14,Laying steel rail,Railway,m,2750.8239260009523
2025-12-29,Cement making,Building,m3,2407.051081074755
2025-01-06,Pavement,Road,m2,993.6944899795963
2025-12-12,Subbase application,Road,m2,3864.155108025397
2025-01-05,Walling,Building,m2,4644.970402932286
2025-09-15,Cement making,Building,m3,265.47288601046046
2025-08-21,Coat preparation,Road,L,403.87941233349767
2025-11-04,Anchorage,Railway,m2,2721.3095518401797
2025-03-22,Removing trees,Building,m2,2949.635621035291
2025-11-24,Subbase application,Road,m2,2386.9771634612725
2025-08-31,Foundation pouring,Building,m3,1060.3009509292976
2025-08-21,Pavement,Road,m2,3090.545508313443
2025-03-29,Walling,Building,m2,1918.0656516026006
2025-11-13,Rolling/Tractor,Road,m2,873.3310035446268
2025-03-09,Ballast,Railway,m3,1564.0920266994606
2025-01-14,Anchorage,Railway,m2,274.86512084391455
2025-01-31,Iron mining,Railway,m3,3664.611041434201
2025-08-06,Terrain leveling,Building,m3,343.2894892210114
2025-02-28,Walling,Building,m2,3932.0993935763204
2025-12-20,Removing trees,Building,m2,1491.2565590107984
2025-04-03,Pavement,Road,m2,4672.988362130347
2025-08-03,Coat preparation,Road,L,713.0800257173381
2025-05-30,Ballast,Railway,m3,140.27223799044086
2025-05-02,Anchorage,Railway,m2,2394.551835654386
2025-01-23,Terrain leveling,Building,m3,3211.2438031037327
2025-10-12,Ballast,Railway,m3,3092.868747544978
2025-01-12,Walling,Building,m2,614.9347048840704
2025-07-12,Ballast,Railway,m3,3647.7340574146956
2025-10-12,Cement making,Building,m3,650.0902432206917
2025-06-06,Anchorage,Railway,m2,3759.9954312835644
2025-06-14,Terrain leveling,Building,m3,3383.948822279487
2025-10-11,Foundation pouring,Building,m3,2492.153381900158
2025-02-22,Iron mining,Railway,m3,447.8957316532417
2025-06-12,Iron mining,Railway,m3,803.5501336115047
2025-09-20,Walling,Building,m2,163.25021698424757
2025-05-21,Terrain leveling,Building,m3,1326.7774992058073
2025-04-23,Terrain leveling,Building,m3,4175.946672562731
2025-04-20,Foundation pouring,Building,m3,3762.404682976281
2025-11-21,Anchorage,Railway,m2,561.4638239554764
2025-09-08,Ballast,Railway,m3,955.0153003689194
2025-07-27,Cement making,Building,m3,4411.7173805228485
2025-01-03,Walling,Building,m2,3400.101380015988
2025-04-14,Pavement,Road,m2,2836.2872712115823
2025-11-07,Anchorage,Railway,m2,400.8155638531213
2025-02-03,Foundation pouring,Building,m3,4625.723573139193
2025-06-06,Pavement,Road,m2,1675.039806368132
2025-02-09,Removing trees,Building,m2,4231.051838386502
2025-12-14,Anchorage,Railway,m2,3032.6596340741935
2025-05-27,Laying steel rail,Railway,m,1329.1413577369015
2025-05-30,Laying steel rail,Railway,m,973.1919194428284
2025-03-30,Subbase application,Road,m2,858.3497412299479
2025-03-24,Subbase application,Road,m2,164.72685843951228
2025-02-05,Pavement,Road,m2,3734.7267820992956
2025-11-05,Anchorage,Railway,m2,1773.1149515428936
2025-03-04,Coat preparation,Road,L,1379.844237963339
2025-07-22,Ballast,Railway,m3,3328.929488576076
2025-10-23,Rolling/Tractor,Road,m2,1012.666827985994
2025-02-15,Rolling/Tractor,Road,m2,4109.320886371394
2025-09-26,Anchorage,Railway,m2,357.35173759739723
2025-09-24,Anchorage,Railway,m2,29.67560676031933
2025-10-28,Iron mining,Railway,m3,1895.852139198936
2025-11-05,Coat preparation,Road,L,490.09814479791856
2025-02-03,Pavement,Road,m2,1120.0161261489056
2025-01-11,Iron mining,Railway,m3,5.132531169280141
2025-09-24,Rolling/Tractor,Road,m2,905.6548419652294
2025-12-28,Terrain leveling,Building,m3,1309.674440949123
2025-04-28,Cement making,Building,m3,4305.868448377674
2025-01-19,Anchorage,Railway,m2,4824.429604987892
2025-03-17,Walling,Building,m2,4829.654987473654
2025-02-18,Terrain leveling,Building,m3,3272.1445190742456
2025-04-25,Terrain leveling,Building,m3,1893.2948658674225
2025-12-06,Walling,Building,m2,3049.6506105330595
