Date,Activity,Activity type,Unit,Amount executed
2025-11-12,Ballast,Railway,m3,1925.4511116622552
2025-04-29,Subbase application,Road,m2,4611.7967108764915
2025-01-17,Subbase application,Road,m2,4457.515220166206
2025-08-13,Anchorage,Railway,m2,2683.778211402964
2025-04-22,Coat preparation,Road,L,516.080874037187
2025-07-01,Pavement,Road,m2,1323.7298861619984
2025-04-26,Pavement,Road,m2,1884.6179880839325
2025-11-09,Walling,Building,m2,3429.287072316394
2025-02-24,Rolling/Tractor,Road,m2,3699.3875507346606
2025-11-19,Subbase application,Road,m2,175.11256204405245
2025-02-04,Laying steel rail,Railway,m,341.9077648914709
2025-02-19,Coat preparation,Road,L,4355.124983571536
2025-08-19,Pavement,Road,m2,1616.1379175576767
2025-11-01,Walling,Building,m2,3238.2008951976054
2025-04-01,Foundation pouring,Building,m3,3348.3435319832797
2025-06-20,Pavement,Road,m2,2408.620994493408
2025-08-21,Rolling/Tractor,Road,m2,4051.669189737814
2025-09-01,Walling,Building,m2,510.6556169172555
2025-05-09,Terrain leveling,Building,m3,3324.6371862238548
2025-10-18,Terrain leveling,Building,m3,4477.879296591365
2025-09-10,Coat preparation,Road,L,63.47453827650229
2025-12-17,Pavement,Road,m2,2679.6194668476364
2025-09-07,Anchorage,Railway,m2,519.5554888851927
2025-09-08,Terrain leveling,Building,m3,1358.7763400365254
2025-12-29,Terrain leveling,Building,m3,4429.450149933259
2025-06-24,Laying steel rail,Railway,m,838.4090614255584
2025-03-12,Terrain leveling,Building,m3,387.0593761252783
2025-06-08,Walling,Building,m2,2732.112835539681
2025-12-26,Cement making,Building,m3,862.9457092944536
2025-07-28,Coat preparation,Road,L,1970.365966797768
2025-03-27,Terrain leveling,Building,m3,3649.967722291627
2025-04-12,Ballast,Railway,m3,1938.6106999616359
2025-09-16,Pavement,Road,m2,1418.2894173115528
2025-11-16,Iron mining,Railway,m3,2671.6386979602044
2025-04-12,Coat preparation,Road,L,2685.2461441282094
2025-04-12,Pavement,Road,m2,3543.5462050910564
2025-03-08,Walling,Building,m2,2081.7551703587505
2025-10-03,Anchorage,Railway,m2,4585.643430761894
2025-09-29,Pavement,Road,m2,859.1877875903847
2025-03-18,Laying steel rail,Railway,m,730.6601952382164
2025-07-28,Pavement,Road,m2,1207.9738774328314
2025-05-27,Cement making,Building,m3,3366.677210793003
2025-06-07,Iron mining,Railway,m3,3027.663979286295
2025-02-02,Iron mining,Railway,m3,3456.5911796563505
2025-11-15,Ballast,Railway,m3,220.58238760697847
2025-09-02,Removing trees,Building,m2,3678.63486314815
2025-11-29,Terrain leveling,Building,m3,597.2894019412372
2025-03-30,Walling,Building,m2,2032.4249378460745
2025-04-09,Walling,Building,m2,4848.441555430452
2025-06-19,Iron mining,Railway,m3,767.0080104952176
2025-07-07,Foundation pouring,Building,m3,3317.7584133935707
2025-06-04,Anchorage,Railway,m2,4378.059006614104
2025-04-24,Iron mining,Railway,m3,115.04420799766046
2025-02-27,Foundation pouring,Building,m3,4518.318390036823
2025-05-10,Anchorage,Railway,m2,2343.7749886560637
2025-04-22,Walling,Building,m2,3617.9301264162355
2025-06-03,Anchorage,Railway,m2,3338.7737468582386
2025-10-12,Foundation pouring,Building,m3,4640.867708581207
2025-01-18,Foundation pouring,Building,m3,66.91144646360337
2025-08-31,Terrain leveling,Building,m3,953.254340056307
2025-01-01,Coat preparation,Road,L,1535.4601269386615
2025-09-11,Cement making,Building,m3,664.1606681125073
2025-07-20,Subbase application,Road,m2,1773.3957663775761
2025-11-09,Iron mining,Railway,m3,1856.282512202707
2025-11-27,Foundation pouring,Building,m3,2842.224892699926
2025-04-04,Terrain leveling,Building,m3,2861.5845040885656
2025-08-22,Rolling/Tractor,Road,m2,2333.241600248937
2025-08-02,Rolling/Tractor,Road,m2,1586.1732835097876
2025-09-10,Subbase application,Road,m2,902.8883926174991
2025-04-17,Coat preparation,Road,L,4951.9062131045175
2025-05-03,Ballast,Railway,m3,2869.2984366095757
2025-09-04,Foundation pouring,Building,m3,3823.9395310667132
2025-05-21,Terrain leveling,Building,m3,1570.258474439421
2025-08-01,Iron mining,Railway,m3,1529.8732097000645
2025-07-08,Cement making,Building,m3,2691.7143960683097
2025-07-03,Foundation pouring,Building,m3,3865.523740697715
2025-03-30,Rolling/Tractor,Road,m2,2789.4039144544154
2025-03-02,Removing trees,Building,m2,2614.6817455263526
2025-10-22,Walling,Building,m2,713.9671692491295
2025-09-20,Anchorage,Railway,m2,297.4108744730403
2025-03-11,Walling,Building,m2,1128.558192292392
2025-01-29,Foundation pouring,Building,m3,4487.303267796542
2025-08-07,Laying steel rail,Railway,m,3091.0335305271774
2025-05-20,Terrain leveling,Building,m3,1408.2877821482814
2025-03-16,Rolling/Tractor,Road,m2,2120.585385446815
2025-05-26,Terrain leveling,Building,m3,113.63370155592246
2025-10-30,Pavement,Road,m2,4938.430721984562
2025-01-26,Coat preparation,Road,L,4763.110950020077
2025-03-03,Removing trees,Building,m2,1367.98296326812
2025-06-15,Removing trees,Building,m2,3920.161042839592
2025-01-04,Ballast,Railway,m3,3702.7797630880423
2025-05-12,Removing trees,Building,m2,382.5439659447255
2025-04-10,Laying steel rail,Railway,m,4248.180164387213
2025-11-15,Walling,Building,m2,4502.318863664119
2025-07-01,Rolling/Tractor,Road,m2,60.20074825354382
2025-01-16,Pavement,Road,m2,4831.080775157394
2025-01-23,Terrain leveling,Building,m3,4033.434741391821
2025-08-04,Terrain leveling,Building,m3,2.923299266765489
2025-12-13,Terrain leveling,Building,m3,4118.267528305809
2025-08-05,Laying steel rail,Railway,m,221.26853811279435
2025-11-21,Subbase application,Road,m2,1310.9166001503897
2025-02-22,Ballast,Railway,m3,4399.065998063125
2025-04-15,Rolling/Tractor,Road,m2,190.4131040290291
2025-12-29,Laying steel rail,Railway,m,3689.298760440825
2025-06-19,Cement making,Building,m3,1753.6070634570067
2025-06-19,Rolling/Tractor,Road,m2,3780.561623929081
2025-04-25,Terrain leveling,Building,m3,2498.587590536264
2025-06-05,Cement making,Building,m3,4288.834978308845
2025-08-15,Foundation pouring,Building,m3,4551.43193424996
2025-01-30,Rolling/Tractor,Road,m2,4891.527298742041
2025-09-10,Subbase application,Road,m2,1840.6396609905378
2025-06-13,Foundation pouring,Building,m3,485.29777113890503
2025-07-30,Foundation pouring,Building,m3,164.58455198390232
2025-10-27,Removing trees,Building,m2,3738.895484564541
2025-06-03,Anchorage,Railway,m2,4533.303779529051
2025-03-10,Laying steel rail,Railway,m,2511.9290654182287
2025-02-10,Coat preparation,Road,L,3507.284830560704
2025-06-24,Cement making,Building,m3,4947.638754507023
2025-08-10,Iron mining,Railway,m3,4809.8380032530895
2025-06-17,Removing trees,Building,m2,4771.808854863189
2025-03-03,Laying steel rail,Railway,m,2210.2603474309026
2025-04-13,Ballast,Railway,m3,2762.2141676251895
2025-11-01,Coat preparation,Road,L,313.274918680948
2025-03-21,Foundation pouring,Building,m3,4236.600381590377
2025-09-25,Coat preparation,Road,L,4244.020929177188
2025-12-03,Removing trees,Building,m2,2157.207083953521
2025-10-05,Laying steel rail,Railway,m,2381.9102777544695
2025-06-28,Iron mining,Railway,m3,1403.149359312451
2025-07-01,Ballast,Railway,m3,4912.542185622828
2025-11-10,Cement making,Building,m3,3427.3849516752653
2025-02-26,Foundation pouring,Building,m3,3473.0668923698804
2025-11-27,Laying steel rail,Railway,m,823.1667215150801
2025-04-29,Anchorage,Railway,m2,48.25991451147815
2025-07-27,Laying steel rail,Railway,m,878.3446272149048
2025-12-04,Rolling/Tractor,Road,m2,3314.3381656912125
2025-02-17,Subbase application,Road,m2,3519.073853399432
2025-03-07,Walling,Building,m2,154.31375716685014
2025-04-04,Walling,Building,m2,833.6673498960762
2025-01-28,Rolling/Tractor,Road,m2,3208.4273425028987
2025-10-19,Laying steel rail,Railway,m,3740.6919901902525
2025-06-09,Removing trees,Building,m2,4248.774692521749
2025-09-16,Coat preparation,Road,L,1112.967268964734
2025-10-12,Removing trees,Building,m2,4348.3634942175495
2025-05-26,Pavement,Road,m2,2502.8085188294413
2025-02-27,Foundation pouring,Building,m3,2268.1216550378886
2025-03-24,Terrain leveling,Building,m3,3417.450964179641
2025-04-27,Removing trees,Building,m2,1024.2896915849642
2025-01-22,Foundation pouring,Building,m3,172.75543434307593
2025-02-27,Ballast,Railway,m3,1083.5284477126722
2025-04-01,Iron mining,Railway,m3,1685.5772658047208
2025-07-19,Laying steel rail,Railway,m,3221.182461626067
2025-07-21,Laying steel rail,Railway,m,49.984929455011425
2025-04-13,Walling,Building,m2,1473.556596014029
2025-12-21,Rolling/Tractor,Road,m2,3451.1372686344753
2025-02-20,Subbase application,Road,m2,318.7752944044059
2025-11-27,Walling,Building,m2,4396.23074184516
2025-05-25,Anchorage,Railway,m2,1780.6411806277772
2025-06-08,Iron mining,Railway,m3,2549.5481014252996
2025-11-10,Cement making,Building,m3,3410.6237775352997
2025-07-30,Removing trees,Building,m2,3735.1942207520315
2025-03-21,Pavement,Road,m2,3456.2962791644327
2025-06-05,Foundation pouring,Building,m3,175.38245520364148
2025-06-04,Foundation pouring,Building,m3,3158.6636566444326
2025-10-21,Walling,Building,m2,4444.794903193275
2025-02-14,Anchorage,Railway,m2,4271.25220427981
2025-07-10,Pavement,Road,m2,2295.1306722205445
2025-07-01,Pavement,Road,m2,3092.7773129455927
2025-10-21,Ballast,Railway,m3,3712.879913674436
2025-08-08,Walling,Building,m2,1631.7806159799359
2025-09-08,Rolling/Tractor,Road,m2,4763.921249436485
2025-10-08,Laying steel rail,Railway,m,4851.797771630134
2025-05-30,Terrain leveling,Building,m3,4818.883842027261
2025-01-11,Foundation pouring,Building,m3,1202.248970893493
2025-02-28,Rolling/Tractor,Road,m2,3183.3990070785367
2025-11-02,Pavement,Road,m2,2043.0440459761905
2025-05-02,Iron mining,Railway,m3,4439.286930712904
2025-09-24,Pavement,Road,m2,4886.486136555282
2025-03-09,Coat preparation,Road,L,2570.1899094483847
2025-11-29,Ballast,Railway,m3,3171.8951468197006
2025-09-05,Rolling/Tractor,Road,m2,2253.8156400792695
2025-07-25,Laying steel rail,Railway,m,2166.830458293152
2025-09-03,Walling,Building,m2,2280.3554573282713
2025-04-10,Cement making,Building,m3,1461.074754961663
2025-03-06,Terrain leveling,Building,m3,1552.1876388649519
2025-03-02,Pavement,Road,m2,4839.770045642852
2025-03-13,Terrain leveling,Building,m3,4354.96760830478
2025-06-01,Walling,Building,m2,341.2316830080048
2025-08-20,Removing trees,Building,m2,2807.7980282497833
2025-05-06,Coat preparation,Road,L,2320.8735129057577
2025-08-26,Walling,Building,m2,3515.4124057242175
2025-11-20,Coat preparation,Road,L,2950.066642845789
2025-05-08,Coat preparation,Road,L,295.10137700768826
2025-01-16,Pavement,Road,m2,2919.2509937571544
2025-10-31,Iron mining,Railway,m3,4444.253854070237
2025-07-24,Removing trees,Building,m2,2126.668195540315
2025-08-15,Laying steel rail,Railway,m,4781.540410411043
2025-04-29,Ballast,Railway,m3,803.0707139879667
2025-05-05,Anchorage,Railway,m2,1738.4709892431615
2025-03-05,Terrain leveling,Building,m3,4130.8866484026175
2025-04-22,Foundation pouring,Building,m3,3122.7283396335147
2025-01-03,Anchorage,Railway,m2,3792.6974469318857
2025-08-24,Rolling/Tractor,Road,m2,16.602451610447932
2025-10-10,Cement making,Building,m3,4654.487671826849
2025-01-31,Cement making,Building,m3,3231.188991531391
2025-04-18,Terrain leveling,Building,m3,3626.810130451567
2025-11-07,Laying steel rail,Railway,m,1099.8142198505766
2025-07-10,Anchorage,Railway,m2,4621.490516464121
2025-05-24,Coat preparation,Road,L,374.3150567510062
2025-01-02,Terrain leveling,Building,m3,2949.389714480442
2025-05-28,Ballast,Railway,m3,1969.1289525827615
2025-02-04,Ballast,Railway,m3,799.5129426972436
2025-03-15,Iron mining,Railway,m3,3086.3021847301784
2025-08-02,Removing trees,Building,m2,1961.7635604920713
2025-03-18,Cement making,Building,m3,1327.0340666885772
2025-10-30,Rolling/Tractor,Road,m2,2362.105227844164
2025-04-30,Laying steel rail,Railway,m,4151.670665530614
2025-05-21,Walling,Building,m2,2473.9267791319926
2025-10-08,Removing trees,Building,m2,4061.4118369327985
2025-05-29,Ballast,Railway,m3,4253.972079574681
2025-12-15,Subbase application,Road,m2,4134.587588318695
2025-01-08,Pavement,Road,m2,2973.1532901187147
2025-08-19,Cement making,Building,m3,1723.2106661536534
2025-06-21,Subbase application,Road,m2,1516.6450904839928
2025-10-04,Laying steel rail,Railway,m,1788.5532624071027
2025-01-20,Pavement,Road,m2,305.44566527464957
2025-11-15,Walling,Building,m2,3286.504856620517
2025-08-10,Anchorage,Railway,m2,631.5814557790522
2025-05-22,Foundation pouring,Building,m3,2385.117521172247
2025-06-17,Anchorage,Railway,m2,1636.6657861828594
2025-09-19,Walling,Building,m2,3960.5634095807695
2025-05-09,Foundation pouring,Building,m3,4430.829427785117
2025-07-02,Removing trees,Building,m2,1548.144301872551
2025-08-01,Iron mining,Railway,m3,4525.22162120432
2025-01-13,Foundation pouring,Building,m3,668.2806731345592
2025-10-25,Walling,Building,m2,1212.3151622963335
2025-02-13,Rolling/Tractor,Road,m2,3571.7418370385117
2025-08-05,Iron mining,Railway,m3,3196.981428680488
2025-05-01,Removing trees,Building,m2,993.7910691736384
2025-12-22,Foundation pouring,Building,m3,1377.4699677334918
2025-12-15,Ballast,Railway,m3,4435.330218913126
2025-08-05,Coat preparation,Road,L,465.6189745262207
2025-02-04,Laying steel rail,Railway,m,2934.3231077595315
2025-04-07,Ballast,Railway,m3,1183.3285929080762
2025-06-30,Walling,Building,m2,808.4177255892544
2025-09-24,Walling,Building,m2,2187.888213638041
2025-05-06,Ballast,Railway,m3,667.3209726680763
2025-08-10,Laying steel rail,Railway,m,3069.398290219572
2025-10-28,Walling,Building,m2,2260.5098001170104
2025-10-06,Coat preparation,Road,L,4683.360452319926
2025-03-15,Foundation pouring,Building,m3,1763.5880243963447
2025-08-12,Iron mining,Railway,m3,481.5059693523599
2025-11-05,Ballast,Railway,m3,4658.1750345559885
2025-09-21,Ballast,Railway,m3,181.94894113922223
2025-08-21,Iron mining,Railway,m3,3840.6864362779093
2025-12-23,Foundation pouring,Building,m3,2170.500877364612
2025-02-19,Pavement,Road,m2,3341.6464431537734
2025-03-31,Walling,Building,m2,1090.0841919155612
2025-11-21,Pavement,Road,m2,3558.0504246705946
2025-09-20,Walling,Building,m2,1593.0999566862592
2025-09-12,Subbase application,Road,m2,127.43462283539341
2025-05-15,Pavement,Road,m2,687.690602112982
2025-11-28,Foundation pouring,Building,m3,3106.2487783729466
2025-03-10,Laying steel rail,Railway,m,1285.3301498539072
2025-02-23,Foundation pouring,Building,m3,3481.2835688822606
2025-06-10,Walling,Building,m2,783.1575377436407
2025-11-14,Ballast,Railway,m3,3937.558035899417
2025-02-21,Laying steel rail,Railway,m,4915.932580727611
2025-01-02,Anchorage,Railway,m2,1347.4005513321686
2025-11-14,Subbase application,Road,m2,862.2838020596785
2025-03-30,Subbase application,Road,m2,4423.485842900413
2025-09-03,Ballast,Railway,m3,1157.762275089927
2025-09-25,Walling,Building,m2,1105.242437545999
2025-05-13,Cement making,Building,m3,3369.7150992196894
2025-11-12,Foundation pouring,Building,m3,2407.108040329232
2025-11-12,Pavement,Road,m2,3539.625634999044
2025-09-03,Coat preparation,Road,L,954.243286148993
2025-03-13,Rolling/Tractor,Road,m2,957.6826117162524
2025-06-19,Subbase application,Road,m2,244.06294521741088
2025-06-19,Rolling/Tractor,Road,m2,4059.167783233136
2025-03-29,Cement making,Building,m3,1699.7202235312498
2025-01-02,Rolling/Tractor,Road,m2,3826.8911709545455
2025-05-21,Rolling/Tractor,Road,m2,3895.768008525773
2025-02-22,Subbase application,Road,m2,549.3296772933464
2025-01-11,Iron mining,Railway,m3,2429.7928209932297
2025-05-23,Removing trees,Building,m2,3668.1916025032256
2025-10-13,Coat preparation,Road,L,3951.907238023236
2025-01-03,Cement making,Building,m3,3596.565814196359
2025-11-26,Pavement,Road,m2,2933.508531469288
2025-06-19,Pavement,Road,m2,191.21484706826897
2025-04-30,Coat preparation,Road,L,116.45749906429637
2025-04-20,Iron mining,Railway,m3,3208.420362076676
2025-11-11,Anchorage,Railway,m2,4914.461538366147
2025-04-15,Walling,Building,m2,1797.4308665363064
2025-03-15,Laying steel rail,Railway,m,1692.5029374281469
2025-05-09,Foundation pouring,Building,m3,3421.230155075959
2025-05-30,Laying steel rail,Railway,m,3102.0500218935276
2025-10-31,Iron mining,Railway,m3,3620.1364035294937
2025-09-10,Iron mining,Railway,m3,4945.811648171694
2025-12-16,Walling,Building,m2,4625.631246101598
2025-05-02,Pavement,Road,m2,1254.1141890352808
2025-01-21,Rolling/Tractor,Road,m2,3912.6658162982985
2025-08-21,Coat preparation,Road,L,3915.625910902902
2025-07-05,Walling,Building,m2,3568.21509711796
2025-02-15,Rolling/Tractor,Road,m2,1780.0514293350184
2025-12-06,Foundation pouring,Building,m3,3618.6534665626914
2025-12-07,Iron mining,Railway,m3,4273.342503663245
2025-02-07,Removing trees,Building,m2,4762.090137065813
2025-10-31,Coat preparation,Road,L,1292.6046230911925
2025-07-28,Subbase application,Road,m2,3904.4723029837874
2025-12-03,Iron mining,Railway,m3,205.73801012499726
2025-02-25,Walling,Building,m2,4407.270799071406
2025-01-17,Ballast,Railway,m3,2819.3736585520664
2025-07-10,Cement making,Building,m3,2474.00609983872
2025-08-18,Ballast,Railway,m3,2019.1196130902372
2025-09-28,Iron mining,Railway,m3,3883.7305441272592
2025-07-12,Walling,Building,m2,3671.698104952458
2025-08-06,Coat preparation,Road,L,1619.7044074058426
2025-12-10,Iron mining,Railway,m3,2224.257974085303
2025-01-31,Coat preparation,Road,L,4435.616744820626
2025-08-01,Anchorage,Railway,m2,1078.9157144084932
2025-07-29,Terrain leveling,Building,m3,4191.410110802089
2025-07-09,Coat preparation,Road,L,269.1869987986184
2025-05-09,Subbase application,Road,m2,2814.544219777264
2025-04-10,Anchorage,Railway,m2,650.0969457220973
2025-02-26,Ballast,Railway,m3,2985.734213131406
2025-08-07,Foundation pouring,Building,m3,837.9291737123012
2025-02-03,Anchorage,Railway,m2,4393.041529285488
2025-09-02,Rolling/Tractor,Road,m2,523.2124432911268
2025-08-22,Subbase application,Road,m2,4473.796032469676
2025-02-20,Removing trees,Building,m2,2727.935533870402
2025-02-26,Iron mining,Railway,m3,596.1455695714624
2025-01-11,Pavement,Road,m2,1703.2893655934677
2025-09-06,Anchorage,Railway,m2,4293.932741126854
2025-06-29,Anchorage,Railway,m2,4757.501433159566
2025-02-19,Cement making,Building,m3,1429.7981192748582
2025-10-21,Terrain leveling,Building,m3,2576.4636983977975
2025-07-04,Pavement,Road,m2,4538.523267318849
2025-07-17,Removing trees,Building,m2,1936.6499750634503
2025-12-08,Iron mining,Railway,m3,1409.1150740601577
2025-01-25,Walling,Building,m2,2915.939729490753
2025-10-22,Cement making,Building,m3,1560.3597537055834
2025-05-23,Laying steel rail,Railway,m,4260.9477578072365
2025-12-19,Cement making,Building,m3,3307.763233064273
2025-01-11,Rolling/Tractor,Road,m2,4868.715465579994
2025-08-06,Removing trees,Building,m2,2814.0385259803584
2025-11-16,Iron mining,Railway,m3,1957.4486608929915
2025-02-19,Coat preparation,Road,L,3861.591642601065
2025-07-06,Subbase application,Road,m2,428.5392118253117
2025-10-29,Terrain leveling,Building,m3,2131.632463875868
2025-11-16,Pavement,Road,m2,4825.432347306346
2025-08-21,Subbase application,Road,m2,3865.3301716475585
2025-12-26,Terrain leveling,Building,m3,1760.909556243061
2025-11-12,Coat preparation,Road,L,4809.445998444285
2025-10-10,Coat preparation,Road,L,4471.83576426983
2025-02-16,Walling,Building,m2,2000.5824962593365
2025-01-12,Removing trees,Building,m2,2450.0350708059214
2025-03-23,Iron mining,Railway,m3,1953.9404480988942
2025-10-24,Foundation pouring,Building,m3,1742.2503139348362
2025-06-26,Walling,Building,m2,2226.502367075997
2025-07-22,Anchorage,Railway,m2,4285.522217723571
2025-02-07,Subbase application,Road,m2,2699.9602158866674
2025-10-26,Iron mining,Railway,m3,2493.0828784928253
2025-03-04,Laying steel rail,Railway,m,3651.458748591363
2025-10-03,Walling,Building,m2,598.1580724719105
2025-10-23,Rolling/Tractor,Road,m2,3173.1769103139595
2025-06-19,Ballast,Railway,m3,3038.9576825153836
2025-07-26,Walling,Building,m2,4484.657986663155
2025-08-07,Coat preparation,Road,L,3389.5103165564374
2025-11-19,Iron mining,Railway,m3,2421.2075879618687
2025-08-17,Anchorage,Railway,m2,2141.6612043680007
2025-05-18,Iron mining,Railway,m3,2941.1056167933802
2025-09-18,Removing trees,Building,m2,2579.1660586227067
2025-05-29,Foundation pouring,Building,m3,2984.15422854007
2025-05-31,Pavement,Road,m2,4282.909372701957
2025-08-30,Removing trees,Building,m2,2841.4538642973494
2025-12-16,Cement making,Building,m3,1616.2821295430235
2025-09-07,Walling,Building,m2,2315.3478344386217
2025-03-17,Cement making,Building,m3,4182.941378022162
2025-07-25,Coat preparation,Road,L,110.19681036878615
2025-05-03,Coat preparation,Road,L,4468.7233850773155
2025-12-28,Removing trees,Building,m2,896.8726280593143
2025-08-26,Foundation pouring,Building,m3,90.42496923103272
2025-03-26,Coat preparation,Road,L,3431.3365271895645
2025-09-17,Cement making,Building,m3,4613.4141174947235
2025-09-29,Laying steel rail,Railway,m,3621.9822273473987
2025-08-29,Walling,Building,m2,3276.37904068667
2025-12-24,Removing trees,Building,m2,2970.060353414558
2025-11-06,Ballast,Railway,m3,2105.633293114669
2025-11-07,Pavement,Road,m2,2837.810620296424
2025-06-18,Coat preparation,Road,L,3415.800837761149
2025-12-24,Terrain leveling,Building,m3,312.13078722007293
2025-03-18,Coat preparation,Road,L,102.8300832639356
2025-10-20,Ballast,Railway,m3,4356.818856688664
2025-06-18,Coat preparation,Road,L,4135.408293666922
2025-04-01,Cement making,Building,m3,609.6062444974542
2025-08-26,Terrain leveling,Building,m3,2360.1444678973844
2025-02-23,Cement making,Building,m3,1754.2070572282692
2025-12-06,Ballast,Railway,m3,4944.387013539319
2025-01-07,Coat preparation,Road,L,4352.173031912212
2025-07-25,Ballast,Railway,m3,3200.1631576143204
2025-10-19,Walling,Building,m2,4371.0626181806065
2025-10-07,Walling,Building,m2,47.25678118355003
2025-12-02,Ballast,Railway,m3,1207.783321979089
2025-11-19,Iron mining,Railway,m3,1288.5476173840855
2025-11-11,Walling,Building,m2,639.3012425164179
2025-04-11,Cement making,Building,m3,1163.947681288308
2025-08-04,Pavement,Road,m2,1994.4591999088502
2025-07-09,Rolling/Tractor,Road,m2,3220.018094876454
2025-01-20,Cement making,Building,m3,634.4992047733427
2025-07-22,Pavement,Road,m2,451.90622068153607
2025-08-10,Foundation pouring,Building,m3,2057.035030955407
2025-11-17,Foundation pouring,Building,m3,2435.7835117973254
2025-03-11,Subbase application,Road,m2,146.50292360037676
2025-04-10,Anchorage,Railway,m2,938.5240833352199
2025-01-03,Rolling/Tractor,Road,m2,128.27550730254933
2025-11-11,Pavement,Road,m2,3353.8537631472223
2025-08-19,Subbase application,Road,m2,3035.2415082133557
2025-07-21,Subbase application,Road,m2,529.4128310983831
2025-07-09,Removing trees,Building,m2,1153.2220184632035
2025-03-04,Rolling/Tractor,Road,m2,4797.779024957434
2025-08-11,Removing trees,Building,m2,4210.457302093029
2025-07-06,Removing trees,Building,m2,1659.0192331689495
2025-03-14,Ballast,Railway,m3,4548.780382325945
2025-11-10,Anchorage,Railway,m2,857.2035717493848
2025-11-28,Subbase application,Road,m2,2239.1072280973976
2025-03-28,Ballast,Railway,m3,1994.8099513185452
2025-10-30,Rolling/Tractor,Road,m2,957.4815883953336
2025-03-27,Removing trees,Building,m2,1205.2322077673844
2025-06-05,Terrain leveling,Building,m3,3342.9780415558853
2025-04-05,Foundation pouring,Building,m3,2294.721595066311
2025-12-27,Subbase application,Road,m2,735.007723663017
2025-05-05,Pavement,Road,m2,1632.9528638928898
2025-06-05,Coat preparation,Road,L,2401.597547562854
2025-05-09,Walling,Building,m2,549.8083796394276
2025-05-09,Anchorage,Railway,m2,1185.4910114546778
2025-03-15,Removing trees,Building,m2,4140.562152848046
2025-05-24,Pavement,Road,m2,1521.8125531788862
2025-01-27,Anchorage,Railway,m2,1919.9877402737425
2025-02-11,Iron mining,Railway,m3,1926.758338012936
2025-06-04,Removing trees,Building,m2,4347.393140669841
2025-08-18,Removing trees,Building,m2,2775.443177109298
2025-09-27,Ballast,Railway,m3,1690.5164657058447
2025-04-04,Pavement,Road,m2,3729.6050568646483
2025-02-11,Foundation pouring,Building,m3,2249.7456864373034
2025-09-16,Anchorage,Railway,m2,3840.212352177873
2025-08-01,Laying steel rail,Railway,m,3540.303636328908
2025-05-29,Anchorage,Railway,m2,730.8502309607101
2025-01-10,Foundation pouring,Building,m3,465.76987189760945
2025-03-02,Laying steel rail,Railway,m,3506.68930207886
2025-06-16,Rolling/Tractor,Road,m2,2820.3955229911453
2025-12-09,Subbase application,Road,m2,4069.3351509482236
2025-07-16,Walling,Building,m2,2060.75727985174
2025-08-04,Rolling/Tractor,Road,m2,3335.273696757025
2025-01-06,Pavement,Road,m2,4291.940146913635
2025-11-27,Removing trees,Building,m2,1737.194420521796
2025-08-04,Laying steel rail,Railway,m,2844.0440207123124
2025-08-24,Iron mining,Railway,m3,2162.285996060466
2025-05-26,Subbase application,Road,m2,867.6716619593244
2025-04-08,Foundation pouring,Building,m3,4775.6403430287855
2025-08-13,Removing trees,Building,m2,670.3316461740854
2025-01-28,Subbase application,Road,m2,1663.0204456326119
2025-04-24,Pavement,Road,m2,4339.424671249587
2025-08-17,Ballast,Railway,m3,3875.1675807142565
2025-10-05,Removing trees,Building,m2,1763.5857883136014
2025-03-12,Subbase application,Road,m2,3782.1541083765446
2025-01-02,Subbase application,Road,m2,856.4217354017961
2025-09-15,Coat preparation,Road,L,2964.4975955234586
2025-10-19,Terrain leveling,Building,m3,1410.7685064560605
2025-11-09,Anchorage,Railway,m2,4538.1955753111715
2025-01-17,Rolling/Tractor,Road,m2,3045.04684736101
2025-04-05,Cement making,Building,m3,2490.747476720471
2025-11-15,Ballast,Railway,m3,3545.5196254287835
2025-02-14,Walling,Building,m2,3498.695311332731
2025-09-04,Anchorage,Railway,m2,2130.552298161872
2025-03-12,Walling,Building,m2,4805.2205728538365
2025-11-28,Terrain leveling,Building,m3,758.496495155308
2025-04-29,Anchorage,Railway,m2,4106.730722668139
2025-06-05,Removing trees,Building,m2,2234.6150700624307
2025-03-04,Subbase application,Road,m2,2374.882163715844
2025-06-27,Subbase application,Road,m2,3131.437936563038
2025-07-31,Cement making,Building,m3,2016.713893950466
2025-01-16,Coat preparation,Road,L,179.89050208642388
2025-09-08,Rolling/Tractor,Road,m2,1438.9957498964063
2025-04-07,Rolling/Tractor,Road,m2,996.1174399825056
2025-12-26,Foundation pouring,Building,m3,1668.863733045835
2025-01-19,Pavement,Road,m2,2633.686255596893
2025-05-16,Foundation pouring,Building,m3,4223.560661812973
2025-05-18,Walling,Building,m2,3267.203827455358
2025-01-13,Iron mining,Railway,m3,496.72066424366335
2025-02-24,Foundation pouring,Building,m3,3267.605344130023
2025-09-24,Iron mining,Railway,m3,1913.1050518504633
2025-12-15,Removing trees,Building,m2,4389.64712906057
2025-01-30,Subbase application,Road,m2,420.87056193168826
2025-03-29,Removing trees,Building,m2,798.4841509194163
2025-04-19,Removing trees,Building,m2,3260.0538067716293
2025-09-13,Rolling/Tractor,Road,m2,4176.56102961213
2025-10-30,Ballast,Railway,m3,2634.586733023852
2025-04-08,Foundation pouring,Building,m3,4308.178449221368
2025-07-17,Walling,Building,m2,4986.302318876793
2025-08-11,Subbase application,Road,m2,892.6735398017177
